"shape_id","stop_id","stop_sequence","stop_rank","fake_timestamp"
20067004,82237,42,10,00:00:10
20067004,82247,47,11,00:00:11
20067004,23370,54,12,00:00:12
20067004,23390,62,13,00:00:13
20067004,23420,70,14,00:00:14
20067004,23421,73,15,00:00:15
20067004,16440,76,16,00:00:16
20067004,16460,81,17,00:00:17
20067004,16480,93,18,00:00:18
20067004,9589,97,19,00:00:19
20067004,9605,104,20,00:00:20
20070013,10911,1,1,00:00:01
20070013,10912,8,2,00:00:02
20070013,10914,11,3,00:00:03
20070013,9138,16,4,00:00:04
20070013,9140,31,5,00:00:05
20070013,9141,46,6,00:00:06
20070013,9150,49,7,00:00:07
20070013,9170,50,8,00:00:08
20070013,9190,55,9,00:00:09
20070013,9200,57,10,00:00:10
20070013,9220,63,11,00:00:11
20070013,9240,69,12,00:00:12
20070013,10170,75,13,00:00:13
20070013,10180,77,14,00:00:14
20070013,10190,80,15,00:00:15
20070013,10210,92,16,00:00:16
20070013,10225,98,17,00:00:17
20070013,10240,104,18,00:00:18
20070013,940,109,19,00:00:19
20070013,950,114,20,00:00:20
20070013,430,129,21,00:00:21
20070013,450,134,22,00:00:22
20070013,480,139,23,00:00:23
20070013,500,144,24,00:00:24
20070013,515,153,25,00:00:25
20070013,1471,159,26,00:00:26
20070015,10911,1,1,00:00:01
20070015,10912,8,2,00:00:02
20070015,10914,11,3,00:00:03
20070015,9138,16,4,00:00:04
20070015,9140,31,5,00:00:05
20070015,9141,46,6,00:00:06
20070015,9150,49,7,00:00:07
20070015,9170,50,8,00:00:08
20070015,9190,55,9,00:00:09
20070015,9200,57,10,00:00:10
20070015,9220,63,11,00:00:11
20070015,9240,69,12,00:00:12
20070015,10170,75,13,00:00:13
20070015,10180,77,14,00:00:14
20070015,10190,80,15,00:00:15
20070015,10210,92,16,00:00:16
20070015,10225,98,17,00:00:17
20070015,10240,104,18,00:00:18
20070015,940,109,19,00:00:19
20070015,950,114,20,00:00:20
20070015,430,129,21,00:00:21
20070015,450,134,22,00:00:22
20070015,480,139,23,00:00:23
20070015,500,144,24,00:00:24
20070015,515,153,25,00:00:25
20073012,98780,1,1,00:00:01
20073012,38840,3,2,00:00:02
20073012,38850,5,3,00:00:03
20073012,38870,7,4,00:00:04
20073012,38890,13,5,00:00:05
20073012,38900,15,6,00:00:06
20073012,38910,18,7,00:00:07
20073012,38920,20,8,00:00:08
20073012,38930,22,9,00:00:09
20073012,38950,29,10,00:00:10
20073012,38970,34,11,00:00:11
20073012,38990,39,12,00:00:12
20073012,39010,45,13,00:00:13
20073012,39030,53,14,00:00:14
20073012,39050,58,15,00:00:15
20073012,39070,63,16,00:00:16
20073012,38236,66,17,00:00:17
20073012,38237,80,18,00:00:18
20073012,23420,91,19,00:00:19
20073012,23421,94,20,00:00:20
20073012,16440,97,21,00:00:21
20073012,16465,104,22,00:00:22
20073012,35770,113,23,00:00:23
20073012,35790,118,24,00:00:24
20073012,9132,122,25,00:00:25
20073012,9133,124,26,00:00:26
20073012,9134,126,27,00:00:27
20073012,9142,129,28,00:00:28
20073012,29240,140,29,00:00:29
20073012,29242,151,30,00:00:30
20073013,98780,1,1,00:00:01
20073013,38840,3,2,00:00:02
20073013,38850,5,3,00:00:03
20073013,38870,7,4,00:00:04
20073013,38890,13,5,00:00:05
20073013,38900,15,6,00:00:06
20073013,38910,18,7,00:00:07
20073013,38920,20,8,00:00:08
20073013,38930,22,9,00:00:09
20073013,38950,29,10,00:00:10
20073013,38970,34,11,00:00:11
20073013,38990,39,12,00:00:12
20073013,39010,45,13,00:00:13
20073013,39030,53,14,00:00:14
20073013,39050,58,15,00:00:15
20073013,39070,63,16,00:00:16
20073013,38236,66,17,00:00:17
20073013,38237,80,18,00:00:18
20073013,23420,91,19,00:00:19
20073013,23421,94,20,00:00:20
20073013,16440,97,21,00:00:21
20073013,16465,104,22,00:00:22
20073013,38022,110,23,00:00:23
20073013,38024,114,24,00:00:24
20073013,9132,117,25,00:00:25
20073013,9133,119,26,00:00:26
20073013,9134,121,27,00:00:27
20073013,9142,124,28,00:00:28
20073013,29240,135,29,00:00:29
20073013,29242,146,30,00:00:30
20075007,35317,1,1,00:00:01
20075007,23750,9,2,00:00:02
20075007,23770,12,3,00:00:03
20075007,23785,17,4,00:00:04
20075007,23800,22,5,00:00:05
20075007,23820,26,6,00:00:06
20075007,23831,28,7,00:00:07
20075007,35350,33,8,00:00:08
20075007,35380,42,9,00:00:09
20075007,35400,49,10,00:00:10
20075007,35420,56,11,00:00:11
20075007,35440,63,12,00:00:12
20075007,9670,67,13,00:00:13
20075007,9680,70,14,00:00:14
20075007,9690,73,15,00:00:15
20075007,9710,79,16,00:00:16
20075007,9720,92,17,00:00:17
20075007,9730,93,18,00:00:18
20075007,9750,98,19,00:00:19
20075007,9770,101,20,00:00:20
20075007,9790,104,21,00:00:21
20075007,9800,111,22,00:00:22
20075007,9820,113,23,00:00:23
20075007,9830,119,24,00:00:24
20075007,9840,122,25,00:00:25
20075007,9850,130,26,00:00:26
20075007,9860,132,27,00:00:27
20075007,9895,156,28,00:00:28
20075007,9900,163,29,00:00:29
20075007,9912,165,30,00:00:30
20075007,9921,172,31,00:00:31
20075007,9930,177,32,00:00:32
20075007,9950,182,33,00:00:33
20075007,9970,191,34,00:00:34
20075007,9972,195,35,00:00:35
20075007,9974,210,36,00:00:36
20075007,9976,215,37,00:00:37
20075007,9978,221,38,00:00:38
20079002,16419,1,1,00:00:01
20079002,16430,7,2,00:00:02
20079002,38390,16,3,00:00:03
20079002,38410,22,4,00:00:04
20079002,82266,33,5,00:00:05
20079002,82275,42,6,00:00:06
20079002,82276,49,7,00:00:07
20079002,82273,54,8,00:00:08
20079002,82279,60,9,00:00:09
20079002,37749,66,10,00:00:10
20079002,37750,71,11,00:00:11
20079002,37760,75,12,00:00:12
20079002,37770,78,13,00:00:13
20079002,37780,81,14,00:00:14
20079002,37790,84,15,00:00:15
20079002,37800,89,16,00:00:16
20079002,37810,90,17,00:00:17
20079002,37820,94,18,00:00:18
20079002,37830,96,19,00:00:19
20079002,37840,99,20,00:00:20
20079002,37846,103,21,00:00:21
20079002,9921,113,22,00:00:22
20079002,9930,118,23,00:00:23
20079002,9950,123,24,00:00:24
20079002,9970,132,25,00:00:25
20079002,9980,141,26,00:00:26
20079002,9990,148,27,00:00:27
20079002,10010,152,28,00:00:28
20079002,10020,158,29,00:00:29
20079002,10030,163,30,00:00:30
20079002,10040,168,31,00:00:31
20079002,10050,173,32,00:00:32
20079002,10060,178,33,00:00:33
20079002,10070,181,34,00:00:34
20079002,10083,195,35,00:00:35
20079002,10100,211,36,00:00:36
20079002,10110,219,37,00:00:37
20079002,10120,222,38,00:00:38
20079002,10130,225,39,00:00:39
20079002,10145,234,40,00:00:40
20079002,9132,239,41,00:00:41
20079002,9133,241,42,00:00:42
20079002,9134,243,43,00:00:43
20079002,9142,246,44,00:00:44
20079002,10917,253,45,00:00:45
20079002,29431,264,46,00:00:46
20096004,11175,1,1,00:00:01
20096004,41980,5,2,00:00:02
20096004,41986,12,3,00:00:03
20096004,41988,23,4,00:00:04
20096004,27500,30,5,00:00:05
20096004,1681,40,6,00:00:06
20096004,1671,44,7,00:00:07
20096004,1661,49,8,00:00:08
20096004,1651,55,9,00:00:09
20096004,1551,62,10,00:00:10
20098002,26700,1,1,00:00:01
20098002,26702,10,2,00:00:02
20098002,26641,25,3,00:00:03
20098002,26645,28,4,00:00:04
20098002,26665,33,5,00:00:05
20098002,1619,38,6,00:00:06
20098002,1630,43,7,00:00:07
20105004,54842,1,1,00:00:01
20105004,54843,10,2,00:00:02
20105004,46600,17,3,00:00:03
20105004,46610,23,4,00:00:04
20105004,46620,30,5,00:00:05
20105004,46630,34,6,00:00:06
20105004,46640,37,7,00:00:07
20105004,46650,41,8,00:00:08
20105004,46660,46,9,00:00:09
20105004,46670,51,10,00:00:10
20105004,46672,54,11,00:00:11
20105004,46674,60,12,00:00:12
20105004,54150,66,13,00:00:13
20105004,54152,71,14,00:00:14
20105004,54155,78,15,00:00:15
20105004,54972,97,16,00:00:16
20105004,56522,109,17,00:00:17
20105004,54980,122,18,00:00:18
20105004,54990,143,19,00:00:19
20105004,45280,148,20,00:00:20
20105004,45305,165,21,00:00:21
20128010,37130,1,1,00:00:01
20128010,37140,4,2,00:00:02
20128010,32371,6,3,00:00:03
20128010,31920,8,4,00:00:04
20128010,31930,10,5,00:00:05
20128010,31940,12,6,00:00:06
20128010,31950,15,7,00:00:07
20128010,31970,19,8,00:00:08
20128010,31990,24,9,00:00:09
20128010,32010,29,10,00:00:10
20128010,37220,34,11,00:00:11
20128010,31811,41,12,00:00:12
20128010,20050,46,13,00:00:13
20128010,20070,50,14,00:00:14
20128010,20090,53,15,00:00:15
20128010,20110,56,16,00:00:16
20128010,36400,67,17,00:00:17
20128010,36410,70,18,00:00:18
20128010,36420,73,19,00:00:19
20128010,36430,75,20,00:00:20
20128010,36440,78,21,00:00:21
20128010,36450,81,22,00:00:22
20128010,36470,92,23,00:00:23
20128010,36472,101,24,00:00:24
20128010,36480,119,25,00:00:25
20128010,22160,127,26,00:00:26
20128010,22170,130,27,00:00:27
20128010,22180,153,28,00:00:28
20128010,22190,158,29,00:00:29
20128010,22200,160,30,00:00:30
20128010,22210,162,31,00:00:31
20128010,22220,164,32,00:00:32
20128010,22230,167,33,00:00:33
20128010,22244,170,34,00:00:34
20128010,22252,176,35,00:00:35
20128010,22253,179,36,00:00:36
20128010,21080,186,37,00:00:37
20128010,21090,190,38,00:00:38
20128010,21104,196,39,00:00:39
20128010,49585,199,40,00:00:40
20128010,49595,202,41,00:00:41
20128010,49577,207,42,00:00:42
20128010,48310,213,43,00:00:43
20128010,48311,216,44,00:00:44
20128010,53910,220,45,00:00:45
20128010,49571,226,46,00:00:46
20128010,49567,230,47,00:00:47
20128010,49565,232,48,00:00:48
20128010,49563,234,49,00:00:49
20128010,49561,256,50,00:00:50
20128010,49557,260,51,00:00:51
20128010,49555,264,52,00:00:52
20128010,49553,279,53,00:00:53
20128010,49860,287,54,00:00:54
20128010,49870,291,55,00:00:55
20128010,49880,296,56,00:00:56
20128010,49900,307,57,00:00:57
20128010,49910,320,58,00:00:58
20128010,49920,329,59,00:00:59
20128010,41121,337,60,00:01:00
20128010,41122,342,61,00:01:01
20128010,41123,350,62,00:01:02
20128010,41124,354,63,00:01:03
20128010,41125,363,64,00:01:04
20128010,41126,367,65,00:01:05
20128010,58610,376,66,00:01:06
20128010,41128,380,67,00:01:07
20128010,61020,382,68,00:01:08
20128010,61040,388,69,00:01:09
20128010,60922,414,70,00:01:10
20128010,49350,450,71,00:01:11
20128010,49360,455,72,00:01:12
20128010,41119,457,73,00:01:13
20128010,41237,463,74,00:01:14
20128010,41247,469,75,00:01:15
20128010,41248,491,76,00:01:16
20128010,41251,509,77,00:01:17
20128010,59312,529,78,00:01:18
20128011,37130,1,1,00:00:01
20128011,37140,4,2,00:00:02
20128011,32371,6,3,00:00:03
20128011,31920,8,4,00:00:04
20128011,31930,10,5,00:00:05
20128011,31940,12,6,00:00:06
20128011,31950,15,7,00:00:07
20128011,31970,19,8,00:00:08
20128011,31990,24,9,00:00:09
20128011,32010,29,10,00:00:10
20128011,37220,34,11,00:00:11
20128011,31811,41,12,00:00:12
20128011,20050,46,13,00:00:13
20128011,20070,50,14,00:00:14
20128011,20090,53,15,00:00:15
20128011,20110,56,16,00:00:16
20128011,36400,67,17,00:00:17
20128011,36410,70,18,00:00:18
20128011,36420,73,19,00:00:19
20128011,36430,75,20,00:00:20
20128011,36440,78,21,00:00:21
20128011,36450,81,22,00:00:22
20128011,36470,92,23,00:00:23
20128011,36472,101,24,00:00:24
20128011,36480,119,25,00:00:25
20128011,22160,127,26,00:00:26
20128011,22170,130,27,00:00:27
20128011,22180,153,28,00:00:28
20128011,36490,158,29,00:00:29
20128011,36500,161,30,00:00:30
20128011,36510,167,31,00:00:31
20128011,36520,176,32,00:00:32
20128011,36525,192,33,00:00:33
20128011,36522,213,34,00:00:34
20128011,36170,223,35,00:00:35
20128011,36180,228,36,00:00:36
20128011,36190,232,37,00:00:37
20128011,22190,235,38,00:00:38
20128011,22200,237,39,00:00:39
20128011,22210,239,40,00:00:40
20128011,22220,241,41,00:00:41
20128011,22230,244,42,00:00:42
20128011,22244,247,43,00:00:43
20128011,22252,253,44,00:00:44
20128011,22253,256,45,00:00:45
20128011,21080,263,46,00:00:46
20128011,21090,267,47,00:00:47
20128011,21104,273,48,00:00:48
20128011,49585,276,49,00:00:49
20128011,49595,279,50,00:00:50
20128011,49577,284,51,00:00:51
20128011,48310,290,52,00:00:52
20128011,48311,293,53,00:00:53
20128011,53910,297,54,00:00:54
20128011,49571,303,55,00:00:55
20128011,49567,307,56,00:00:56
20128011,49565,309,57,00:00:57
20128011,49563,311,58,00:00:58
20128011,49561,333,59,00:00:59
20128011,49557,337,60,00:01:00
20128011,49555,341,61,00:01:01
20128011,49553,356,62,00:01:02
20128011,49860,364,63,00:01:03
20128011,49870,368,64,00:01:04
20128011,49880,373,65,00:01:05
20128011,49900,384,66,00:01:06
20128011,49910,397,67,00:01:07
20128011,49920,406,68,00:01:08
20128011,41121,414,69,00:01:09
20128011,41122,419,70,00:01:10
20128011,41123,427,71,00:01:11
20128011,41124,431,72,00:01:12
20128011,41125,440,73,00:01:13
20128011,41126,444,74,00:01:14
20128011,58610,453,75,00:01:15
20128011,41128,457,76,00:01:16
20128011,61020,459,77,00:01:17
20128011,61040,465,78,00:01:18
20128011,60922,491,79,00:01:19
20128011,49350,527,80,00:01:20
20128011,49360,532,81,00:01:21
20128011,41119,534,82,00:01:22
20128011,41237,540,83,00:01:23
20128011,41247,546,84,00:01:24
20128011,41248,568,85,00:01:25
20128011,41251,586,86,00:01:26
20128011,59312,606,87,00:01:27
20225002,76372,1,1,00:00:01
20225002,76377,8,2,00:00:02
20225002,69530,20,3,00:00:03
20225002,69540,26,4,00:00:04
20225002,69550,35,5,00:00:05
20225002,69559,43,6,00:00:06
20225002,69560,49,7,00:00:07
20225002,69570,75,8,00:00:08
20225002,69580,82,9,00:00:09
20225002,69590,85,10,00:00:10
20225002,69600,97,11,00:00:11
20225002,69610,110,12,00:00:12
20225002,69620,134,13,00:00:13
20225002,69630,136,14,00:00:14
20225002,69640,143,15,00:00:15
20225002,69650,152,16,00:00:16
20225002,69660,157,17,00:00:17
20225002,69670,161,18,00:00:18
20225002,69680,164,19,00:00:19
20225002,69690,170,20,00:00:20
20225002,69876,174,21,00:00:21
20225002,69878,181,22,00:00:22
20225002,82620,185,23,00:00:23
20225002,82630,196,24,00:00:24
20225002,82640,204,25,00:00:25
20225002,82650,214,26,00:00:26
20225002,82660,224,27,00:00:27
20225002,82670,234,28,00:00:28
20225002,82680,237,29,00:00:29
20225002,85260,244,30,00:00:30
20225002,85270,253,31,00:00:31
20225002,85271,255,32,00:00:32
20225002,85280,258,33,00:00:33
20225002,85290,264,34,00:00:34
20225002,85300,269,35,00:00:35
20225002,74721,280,36,00:00:36
20225002,74225,290,37,00:00:37
20225002,74226,294,38,00:00:38
20225002,74232,327,39,00:00:39
20225002,74729,371,40,00:00:40
20225002,74733,384,41,00:00:41
20225002,80506,407,42,00:00:42
20225002,80501,414,43,00:00:43
20225002,80509,448,44,00:00:44
20225002,80510,451,45,00:00:45
20225002,80512,456,46,00:00:46
20225002,81564,459,47,00:00:47
20225002,81566,463,48,00:00:48
20225002,81568,467,49,00:00:49
20225002,81570,470,50,00:00:50
20225002,81572,476,51,00:00:51
20225002,81574,480,52,00:00:52
20225002,81576,483,53,00:00:53
20225002,81578,486,54,00:00:54
20225002,81580,499,55,00:00:55
20225002,74233,505,56,00:00:56
20225002,73922,511,57,00:00:57
20225002,73924,513,58,00:00:58
20225002,72371,525,59,00:00:59
20225002,72380,539,60,00:01:00
20225002,72391,558,61,00:01:01
20225002,72400,569,62,00:01:02
20225002,72410,580,63,00:01:03
20225002,73130,586,64,00:01:04
20225002,73152,590,65,00:01:05
20225002,73351,594,66,00:01:06
20225002,73240,599,67,00:01:07
20225002,73243,602,68,00:01:08
20225002,73246,606,69,00:01:09
20225002,73407,611,70,00:01:10
20225002,71325,614,71,00:01:11
20225002,71345,659,72,00:01:12
20230001,76035,1,1,00:00:01
20230001,76085,5,2,00:00:02
20230001,76086,9,3,00:00:03
20230001,76009,15,4,00:00:04
20230001,76299,46,5,00:00:05
20230001,76305,103,6,00:00:06
20230001,76301,134,7,00:00:07
20230001,76309,149,8,00:00:08
20230001,76218,160,9,00:00:09
20230001,76214,164,10,00:00:10
20230001,76310,201,11,00:00:11
20230001,82685,240,12,00:00:12
20230001,82684,262,13,00:00:13
20230001,82682,309,14,00:00:14
20230001,82679,325,15,00:00:15
20230001,82675,333,16,00:00:16
20230001,82676,338,17,00:00:17
20230001,82671,342,18,00:00:18
20230001,82680,344,19,00:00:19
20230001,70130,350,20,00:00:20
20230001,70140,359,21,00:00:21
20230001,70150,370,22,00:00:22
20230001,70160,381,23,00:00:23
20230001,70164,393,24,00:00:24
20230001,70170,397,25,00:00:25
20230001,70320,434,26,00:00:26
20230001,70330,438,27,00:00:27
20230001,74318,444,28,00:00:28
20230001,74320,449,29,00:00:29
20230001,74332,452,30,00:00:30
20230001,74340,456,31,00:00:31
20230001,74370,469,32,00:00:32
20230001,74380,473,33,00:00:33
20230001,74390,477,34,00:00:34
20230001,73813,485,35,00:00:35
20230001,70672,490,36,00:00:36
20230001,53550,502,37,00:00:37
20230001,73812,521,38,00:00:38
20231002,75995,1,1,00:00:01
20231002,78002,18,2,00:00:02
20231002,78000,31,3,00:00:03
20231002,70003,37,4,00:00:04
20231002,70004,42,5,00:00:05
20231002,75999,80,6,00:00:06
20231002,76010,113,7,00:00:07
20231002,70005,137,8,00:00:08
20231002,70311,149,9,00:00:09
20231002,70313,158,10,00:00:10
20231002,99760,171,11,00:00:11
20231002,70319,190,12,00:00:12
20231002,99756,198,13,00:00:13
20231002,99747,203,14,00:00:14
20231002,70040,226,15,00:00:15
20231002,70060,244,16,00:00:16
20231002,70070,250,17,00:00:17
20231002,70080,253,18,00:00:18
20231002,70090,256,19,00:00:19
20231002,70100,259,20,00:00:20
20231002,70110,262,21,00:00:21
20231002,70120,265,22,00:00:22
20231002,70130,278,23,00:00:23
20231002,70140,287,24,00:00:24
20231002,70150,298,25,00:00:25
20231002,70160,309,26,00:00:26
20231002,70164,321,27,00:00:27
20231002,70170,325,28,00:00:28
20231002,70320,362,29,00:00:29
20231002,70330,366,30,00:00:30
20231002,74318,372,31,00:00:31
20231002,74320,377,32,00:00:32
20231002,74332,380,33,00:00:33
20231002,74340,384,34,00:00:34
20231002,74370,397,35,00:00:35
20231002,74380,401,36,00:00:36
20231002,74390,405,37,00:00:37
20231002,73813,413,38,00:00:38
20231002,70672,418,39,00:00:39
20231002,53550,430,40,00:00:40
20231002,73812,449,41,00:00:41
20239001,76305,1,1,00:00:01
20239001,76301,32,2,00:00:02
20239001,76306,47,3,00:00:03
20239001,76308,59,4,00:00:04
20239001,76315,67,5,00:00:05
20239001,76021,75,6,00:00:06
20239001,76045,80,7,00:00:07
20239001,76058,106,8,00:00:08
20239001,76060,123,9,00:00:09
20239001,70311,149,10,00:00:10
20239001,70313,158,11,00:00:11
20239001,99760,171,12,00:00:12
20239001,70319,190,13,00:00:13
20239001,99756,198,14,00:00:14
20239001,99747,203,15,00:00:15
20239001,82700,226,16,00:00:16
20239001,81402,262,17,00:00:17
20239001,81404,267,18,00:00:18
20239001,81408,275,19,00:00:19
20239001,81410,285,20,00:00:20
20239001,81412,287,21,00:00:21
20239001,81418,294,22,00:00:22
20239001,74161,298,23,00:00:23
20239001,74180,304,24,00:00:24
20239001,74190,308,25,00:00:25
20239001,74202,315,26,00:00:26
20239001,74220,320,27,00:00:27
20239001,74232,358,28,00:00:28
20239001,74729,402,29,00:00:29
20239001,74733,415,30,00:00:30
20239001,74268,427,31,00:00:31
20239001,74270,429,32,00:00:32
20239001,74321,436,33,00:00:33
20239001,74322,441,34,00:00:34
20239001,74324,445,35,00:00:35
20239001,74326,455,36,00:00:36
20239001,74327,462,37,00:00:37
20239001,74328,465,38,00:00:38
20239001,74331,473,39,00:00:39
20239001,73953,483,40,00:00:40
20239001,70664,497,41,00:00:41
20239001,70665,512,42,00:00:42
20239001,73818,523,43,00:00:43
20240004,85630,1,1,00:00:01
20240004,85725,10,2,00:00:02
20240004,80492,16,3,00:00:03
20240004,82742,18,4,00:00:04
20240004,82749,26,5,00:00:05
20240004,82760,29,6,00:00:06
20240004,70820,39,7,00:00:07
20240004,70825,51,8,00:00:08
20240004,70813,60,9,00:00:09
20240004,71133,107,10,00:00:10
20240004,71139,112,11,00:00:11
20240004,71141,114,12,00:00:12
20240004,67112,143,13,00:00:13
20240004,67015,181,14,00:00:14
20240004,65322,193,15,00:00:15
20240004,79868,219,16,00:00:16
20240004,79880,233,17,00:00:17
20240004,79890,243,18,00:00:18
20240004,79900,251,19,00:00:19
20240004,64790,259,20,00:00:20
20240004,64800,273,21,00:00:21
20240004,65570,300,22,00:00:22
20240004,65580,325,23,00:00:23
20240004,65590,338,24,00:00:24
20240004,65600,362,25,00:00:25
20240004,65610,376,26,00:00:26
20240004,65620,397,27,00:00:27
20240004,65630,401,28,00:00:28
20240004,65640,415,29,00:00:29
20240004,65652,419,30,00:00:30
20240004,65660,422,31,00:00:31
20240004,65670,426,32,00:00:32
20240004,65680,429,33,00:00:33
20240004,65700,446,34,00:00:34
20240004,65720,451,35,00:00:35
20240004,65740,470,36,00:00:36
20240004,65252,479,37,00:00:37
20240004,82792,499,38,00:00:38
20240004,82794,515,39,00:00:39
20240004,82789,530,40,00:00:40
20240004,82788,553,41,00:00:41
20240004,82791,579,42,00:00:42
20240004,40103,625,43,00:00:43
20240004,40125,639,44,00:00:44
20240004,45101,661,45,00:00:45
20240004,45110,663,46,00:00:46
20240004,45120,667,47,00:00:47
20240004,45130,674,48,00:00:48
20240004,45140,679,49,00:00:49
20240004,45145,683,50,00:00:50
20240004,45175,686,51,00:00:51
20240004,45180,696,52,00:00:52
20240004,45190,715,53,00:00:53
20240004,45191,758,54,00:00:54
20240004,45219,777,55,00:00:55
20240004,45230,782,56,00:00:56
20240004,45240,785,57,00:00:57
20240004,45260,787,58,00:00:58
20240004,45270,789,59,00:00:59
20240004,45280,794,60,00:01:00
20240004,46478,811,61,00:01:01
20241002,85630,1,1,00:00:01
20241002,85489,9,2,00:00:02
20241002,67932,14,3,00:00:03
20241002,67943,27,4,00:00:04
20241002,67944,30,5,00:00:05
20241002,67947,31,6,00:00:06
20241002,67922,35,7,00:00:07
20241002,70600,40,8,00:00:08
20241002,84264,58,9,00:00:09
20241002,84270,71,10,00:00:10
20241002,79868,164,11,00:00:11
20241002,79880,178,12,00:00:12
20241002,79890,188,13,00:00:13
20241002,64845,193,14,00:00:14
20241002,64769,208,15,00:00:15
20241002,64870,244,16,00:00:16
20241002,64890,274,17,00:00:17
20241002,64900,285,18,00:00:18
20241002,64910,293,19,00:00:19
20241002,64958,306,20,00:00:20
20241002,64956,315,21,00:00:21
20241002,67023,326,22,00:00:22
20241002,79878,329,23,00:00:23
20241002,67015,371,24,00:00:24
20245003,73818,1,1,00:00:01
20245003,70676,23,2,00:00:02
20245003,70677,38,3,00:00:03
20245003,70679,40,4,00:00:04
20245003,70681,43,5,00:00:05
20245003,72290,63,6,00:00:06
20245003,72294,78,7,00:00:07
20245003,72312,95,8,00:00:08
20245003,72310,105,9,00:00:09
20245003,72330,110,10,00:00:10
20245003,72348,115,11,00:00:11
20245003,72360,122,12,00:00:12
20245003,72371,131,13,00:00:13
20245003,72380,145,14,00:00:14
20245003,72391,164,15,00:00:15
20245003,72400,175,16,00:00:16
20245003,72410,186,17,00:00:17
20245003,73130,192,18,00:00:18
20245003,73152,196,19,00:00:19
20245003,73351,200,20,00:00:20
20245003,73167,206,21,00:00:21
20245003,73168,214,22,00:00:22
20245003,68391,221,23,00:00:23
20245003,68462,225,24,00:00:24
20245003,68398,230,25,00:00:25
20245003,68402,233,26,00:00:26
20245003,68408,236,27,00:00:27
20245003,68786,238,28,00:00:28
20245003,68390,242,29,00:00:29
20245003,68400,246,30,00:00:30
20245003,68410,252,31,00:00:31
20245003,68420,257,32,00:00:32
20245003,68435,262,33,00:00:33
20245003,68438,268,34,00:00:34
20245003,68440,272,35,00:00:35
20245003,68460,274,36,00:00:36
20245003,68470,277,37,00:00:37
20245003,68471,281,38,00:00:38
20245003,68472,285,39,00:00:39
20245003,68476,290,40,00:00:40
20245003,68474,293,41,00:00:41
20245003,68475,301,42,00:00:42
20245003,70802,305,43,00:00:43
20245003,70806,313,44,00:00:44
20245003,68597,321,45,00:00:45
20245003,68591,328,46,00:00:46
20245003,68611,332,47,00:00:47
20245003,68593,334,48,00:00:48
20245003,68599,339,49,00:00:49
20245003,68595,344,50,00:00:50
20245003,72983,363,51,00:00:51
20245003,73080,447,52,00:00:52
20245003,65325,462,53,00:00:53
20245003,67014,479,54,00:00:54
20245003,67022,500,55,00:00:55
20245003,67021,503,56,00:00:56
20245003,67026,513,57,00:00:57
20245003,67028,517,58,00:00:58
20245003,67032,519,59,00:00:59
20245003,79868,534,60,00:01:00
20245003,79880,548,61,00:01:01
20245003,79890,558,62,00:01:02
20245003,79900,566,63,00:01:03
20245003,64790,574,64,00:01:04
20245003,64800,588,65,00:01:05
20245003,64802,596,66,00:01:06
20245003,64835,602,67,00:01:07
20245003,80400,610,68,00:01:08
20245003,80412,624,69,00:01:09
20245003,79862,637,70,00:01:10
20245003,79864,640,71,00:01:11
20245003,79872,643,72,00:01:12
20245003,79874,646,73,00:01:13
20245003,67023,656,74,00:01:14
20245003,79878,659,75,00:01:15
20245003,67015,701,76,00:01:16
20245004,73818,1,1,00:00:01
20245004,70676,23,2,00:00:02
20245004,70677,38,3,00:00:03
20245004,70679,40,4,00:00:04
20245004,70681,43,5,00:00:05
20245004,72290,63,6,00:00:06
20245004,72294,78,7,00:00:07
20245004,72312,95,8,00:00:08
20245004,72310,105,9,00:00:09
20245004,72330,110,10,00:00:10
20245004,72348,115,11,00:00:11
20245004,72360,122,12,00:00:12
20245004,72371,131,13,00:00:13
20245004,72380,145,14,00:00:14
20245004,72391,164,15,00:00:15
20245004,72400,175,16,00:00:16
20245004,72410,186,17,00:00:17
20245004,73130,192,18,00:00:18
20245004,73152,196,19,00:00:19
20245004,73351,200,20,00:00:20
20245004,73167,206,21,00:00:21
20245004,73168,214,22,00:00:22
20245004,68391,221,23,00:00:23
20245004,68462,225,24,00:00:24
20245004,68398,230,25,00:00:25
20245004,68402,233,26,00:00:26
20245004,68408,236,27,00:00:27
20245004,68786,238,28,00:00:28
20245004,68390,242,29,00:00:29
20245004,68400,246,30,00:00:30
20245004,68410,252,31,00:00:31
20245004,68420,257,32,00:00:32
20245004,68435,262,33,00:00:33
20245004,68438,268,34,00:00:34
20245004,68440,272,35,00:00:35
20245004,68460,274,36,00:00:36
20245004,68470,277,37,00:00:37
20245004,68471,281,38,00:00:38
20245004,68472,285,39,00:00:39
20245004,68476,290,40,00:00:40
20245004,68474,293,41,00:00:41
20245004,68475,301,42,00:00:42
20245004,70802,305,43,00:00:43
20245004,70806,313,44,00:00:44
20245004,68597,321,45,00:00:45
20245004,68591,328,46,00:00:46
20245004,68611,332,47,00:00:47
20245004,68593,334,48,00:00:48
20245004,68599,339,49,00:00:49
20245004,68595,344,50,00:00:50
20245004,72983,363,51,00:00:51
20245004,73080,447,52,00:00:52
20245004,65325,462,53,00:00:53
20245004,67014,479,54,00:00:54
20245004,67022,500,55,00:00:55
20245004,67021,503,56,00:00:56
20245004,67026,513,57,00:00:57
20245004,67028,517,58,00:00:58
